 Incident-Energy Interpolation:
          18          2                                            

 Energy: 1.748830+6
 Cosine Interpolation:
          21          2                                            

 Cosine:-1.000000+0
 Secondary-Energy Interpolation:
          15          2                                            
 Energy Distribution:
          eV       prob         eV       prob         eV       prob
  ---------- ---------- ---------- ---------- ---------- ----------
  1.497400+5 3.101290-6 2.196900+5 1.407950-6 2.502900+5 5.892250-7
  2.634100+5 2.673210-7 2.699600+5 1.466490-7 2.743300+5 8.664770-8
  2.765200+5 6.524500-8 2.787100+5 4.737950-8 2.830800+5 1.639920-8
  2.852600+5 5.802310-9 2.874500+5 1.832350-9 2.874510+5 0.000000+0

 Cosine: 7.000000-1
 Secondary-Energy Interpolation:
          22          2                                            
 Energy Distribution:
          eV       prob         eV       prob         eV       prob
  ---------- ---------- ---------- ---------- ---------- ----------
  1.092990+3 0.000000+0 1.093000+3 1.092750-6 4.371800+3 2.563000-6
  6.557800+3 3.217430-6 1.093000+4 4.234020-6 1.748700+4 5.255070-6
  2.623100+4 5.853520-6 3.606800+4 6.069810-6 4.262600+4 5.996820-6
  4.918400+4 6.010860-6 1.781500+5 2.921710-6 2.787100+5 3.454490-7
  2.852600+5 2.096200-7 2.896400+5 1.332880-7 2.918200+5 1.023320-7
  2.940100+5 7.704240-8 2.961900+5 5.566310-8 2.983800+5 3.702130-8
  3.027500+5 1.332290-8 3.049400+5 5.626930-9 3.071200+5 1.825010-9
  3.071210+5 0.000000+0                                            

 Cosine: 8.000000-1
 Secondary-Energy Interpolation:
          26          2                                            
 Energy Distribution:
          eV       prob         eV       prob         eV       prob
  ---------- ---------- ---------- ---------- ---------- ----------
  1.092990+3 0.000000+0 1.093000+3 1.152680-6 2.185900+3 1.719940-6
  4.371800+3 2.672150-6 6.557800+3 3.451200-6 1.093000+4 4.642650-6
  1.530200+4 5.450360-6 2.623100+4 6.691940-6 3.825400+4 7.119690-6
  4.044000+4 7.084060-6 4.262600+4 7.110960-6 4.699800+4 7.088080-6
  4.918400+4 7.090430-6 1.147600+5 5.024620-6 2.393600+5 1.917180-6
