1.0000e-04   1.3881e-33
1.0798e-04   4.2547e-33
1.1659e-04   1.2661e-32
1.2589e-04   3.6603e-32
1.3594e-04   1.0289e-31
1.4678e-04   2.8140e-31
1.5849e-04   7.4935e-31
1.7113e-04   1.9442e-30
1.8479e-04   4.9178e-30
1.9953e-04   1.2136e-29
2.1544e-04   2.9234e-29
2.3263e-04   6.8788e-29
2.5119e-04   1.5819e-28
2.7123e-04   3.5576e-28
2.9286e-04   7.8284e-28
3.1623e-04   1.6865e-27
3.4145e-04   3.5588e-27
3.6870e-04   7.3599e-27
3.9811e-04   1.4925e-26
4.2987e-04   2.9691e-26
4.6416e-04   5.7974e-26
5.0119e-04   1.1116e-25
5.4117e-04   2.0938e-25
5.8434e-04   3.8762e-25
6.3096e-04   7.0562e-25
6.8129e-04   1.2635e-24
7.3564e-04   2.2266e-24
7.9433e-04   3.8629e-24
8.5770e-04   6.6002e-24
9.2612e-04   1.1111e-23
1.0000e-03   1.8436e-23
1.0798e-03   3.0160e-23
1.1659e-03   4.8668e-23
1.2589e-03   7.7492e-23
1.3594e-03   1.2180e-22
1.4678e-03   1.8905e-22
1.5849e-03   2.8992e-22
1.7113e-03   4.3944e-22
1.8479e-03   6.5863e-22
1.9953e-03   9.7650e-22
2.1544e-03   1.4327e-21
2.3263e-03   2.0804e-21
2.5119e-03   2.9907e-21
2.7123e-03   4.2565e-21
2.9286e-03   5.9976e-21
3.1623e-03   8.3666e-21
3.4146e-03   1.1555e-20
3.6870e-03   1.5799e-20
3.9811e-03   2.1387e-20
4.2987e-03   2.8666e-20
4.6416e-03   3.8053e-20
5.0119e-03   5.0034e-20
5.4117e-03   6.5183e-20
5.8434e-03   8.4164e-20
6.3096e-03   1.0774e-19
6.8129e-03   1.3678e-19
7.3564e-03   1.7227e-19
7.9433e-03   2.1532e-19
8.5770e-03   2.6716e-19
9.2612e-03   3.2917e-19
1.0000e-02   4.0283e-19
1.0798e-02   4.8977e-19
1.1659e-02   5.9177e-19
1.2589e-02   7.1068e-19
1.3594e-02   8.4850e-19
1.4678e-02   1.0073e-18
1.5849e-02   1.1894e-18
1.7113e-02   1.3969e-18
1.8478e-02   1.6321e-18
1.9953e-02   1.8976e-18
2.1544e-02   2.1956e-18
2.3263e-02   2.5286e-18
2.5119e-02   2.8991e-18
2.7123e-02   3.3094e-18
2.9286e-02   3.7622e-18
3.1623e-02   4.2598e-18
3.4146e-02   4.8048e-18
3.6869e-02   5.3998e-18
3.9811e-02   6.0476e-18
4.2987e-02   6.7508e-18
4.6416e-02   7.5126e-18
5.0119e-02   8.3362e-18
5.4117e-02   9.2254e-18
5.8434e-02   1.0184e-17
6.3096e-02   1.1217e-17
6.8129e-02   1.2330e-17
7.3564e-02   1.3528e-17
7.9433e-02   1.4819e-17
8.5770e-02   1.6212e-17
9.2612e-02   1.7715e-17
1.0000e-01   1.9340e-17
1.0798e-01   2.1097e-17
1.1659e-01   2.3000e-17
1.2589e-01   2.5061e-17
1.3594e-01   2.7293e-17
1.4678e-01   2.9708e-17
1.5849e-01   3.2316e-17
1.7113e-01   3.5122e-17
1.8478e-01   3.8128e-17
1.9953e-01   4.1331e-17
2.1544e-01   4.4719e-17
2.3263e-01   4.8273e-17
2.5119e-01   5.1968e-17
2.7123e-01   5.5767e-17
2.9286e-01   5.9630e-17
3.1623e-01   6.3509e-17
3.4146e-01   6.7352e-17
3.6869e-01   7.1103e-17
3.9811e-01   7.4709e-17
4.2987e-01   7.8117e-17
4.6416e-01   8.1276e-17
5.0119e-01   8.4144e-17
5.4117e-01   8.6683e-17
5.8434e-01   8.8867e-17
6.3096e-01   9.0675e-17
6.8129e-01   9.2097e-17
7.3564e-01   9.3132e-17
7.9433e-01   9.3787e-17
8.5770e-01   9.4076e-17
9.2612e-01   9.4019e-17
1.0000e+00   9.3646e-17
