1	2.872494E-28	1.6528E-28	2.262647E-28
1.14646464646465	2.83242713131313E-28	1.69814444444444E-28	2.26528578787879E-28
1.29292929292929	2.7905881010101E-28	1.75208484848485E-28	2.27133647474747E-28
1.43939393939394	2.74772815151515E-28	1.81462727272727E-28	2.28117771212121E-28
1.58585858585859	2.69929031313131E-28	1.88315505050505E-28	2.29122268181818E-28
1.73232323232323	2.64691514141414E-28	1.954E-28	2.30045757070707E-28
1.87878787878788	2.58866801515152E-28	2.02642121212121E-28	2.30754461363636E-28
2.02525252525253	2.53000573737374E-28	2.09751919191919E-28	2.31376246464646E-28
2.17171717171717	2.47208541414141E-28	2.16514444444445E-28	2.31861492929293E-28
2.31818181818182	2.41479754545455E-28	2.22746363636364E-28	2.32113059090909E-28
2.46464646464646	2.35835563636364E-28	2.28290808080808E-28	2.32063185858586E-28
2.61111111111111	2.30444533333333E-28	2.33105555555556E-28	2.31775044444444E-28
2.75757575757576	2.25092045454545E-28	2.37034848484849E-28	2.31063446969697E-28
2.9040404040404	2.19598390909091E-28	2.40187474747475E-28	2.29892932828283E-28
3.05050505050505	2.14081404526749E-28	2.42441515151515E-28	2.28261459839132E-28
3.1969696969697	2.08520087654321E-28	2.43972121212121E-28	2.26246104433221E-28
3.34343434343434	2.03094325931446E-28	2.44702929292929E-28	2.23898627612187E-28
3.48989898989899	1.97785025252525E-28	2.4482303030303E-28	2.21304027777778E-28
3.63636363636364	1.92932681818182E-28	2.44306363636364E-28	2.18619522727273E-28
3.78282828282828	1.88212464646465E-28	2.43295656565657E-28	2.15754060606061E-28
3.92929292929293	1.83853383838384E-28	2.41814343434344E-28	2.12833863636364E-28
4.07575757575758	1.7978403030303E-28	2.39957272727273E-28	2.09870651515151E-28
4.22222222222222	1.75985088888889E-28	2.3778E-28	2.06882544444444E-28
4.36868686868687	1.72438713131313E-28	2.35324848484849E-28	2.03881780808081E-28
4.51515151515152	1.68984524242424E-28	2.32660606060606E-28	2.00822565151515E-28
4.66161616161616	1.65816991919192E-28	2.2982E-28	1.97818495959596E-28
4.80808080808081	1.6264945959596E-28	2.26851111111111E-28	1.94750285353535E-28
4.95454545454546	1.59481927272727E-28	2.23768181818182E-28	1.91625054545455E-28
5.1010101010101	1.56529990909091E-28	2.20608080808081E-28	1.88569035858586E-28
5.24747474747475	1.53675072727273E-28	2.17410808080808E-28	1.8554294040404E-28
5.39393939393939	1.50820154545455E-28	2.14173939393939E-28	1.82497046969697E-28
5.54040404040404	1.48011305050505E-28	2.10930050505051E-28	1.79470677777778E-28
5.68686868686869	1.45410710606061E-28	2.07690202020202E-28	1.76550456313131E-28
5.83333333333333	1.42870025E-28	2.04458333333333E-28	1.73664179166667E-28
5.97979797979798	1.40329339393939E-28	2.01243434343434E-28	1.70786386868687E-28
6.12626262626263	1.37982182828283E-28	1.98072727272727E-28	1.68027455050505E-28
6.27272727272727	1.35665990909091E-28	1.94934545454546E-28	1.65300268181818E-28
6.41919191919192	1.33349798989899E-28	1.91830808080808E-28	1.62590303535354E-28
6.56565656565657	1.31116846464646E-28	1.88784343434343E-28	1.59950594949495E-28
6.71212121212121	1.28986342424242E-28	1.85788333333333E-28	1.57387337878788E-28
6.85858585858586	1.26855838383838E-28	1.82837070707071E-28	1.54846454545455E-28
7.00505050505051	1.2472881010101E-28	1.79932525252525E-28	1.52330667676768E-28
7.15151515151515	1.22699103030303E-28	1.77105757575758E-28	1.4990243030303E-28
7.2979797979798	1.20687839393939E-28	1.7432797979798E-28	1.4750790959596E-28
7.44444444444444	1.18714433333333E-28	1.71598888888889E-28	1.45156661111111E-28
7.59090909090909	1.16810055844156E-28	1.68925909090909E-28	1.42867982467532E-28
7.73737373737374	1.14947862481963E-28	1.66321616161616E-28	1.40634739321789E-28
7.88383838383838	1.13112749494949E-28	1.6376797979798E-28	1.38440364646465E-28
8.03030303030303	1.11407254545455E-28	1.61262424242424E-28	1.36334839393939E-28
8.17676767676768	1.09853118181818E-28	1.58809141414141E-28	1.3433112979798E-28
8.32323232323232	1.08298981818182E-28	1.56423636363636E-28	1.32361309090909E-28
8.46969696969697	1.06744845454546E-28	1.54082272727273E-28	1.30413559090909E-28
8.61616161616162	1.05279247474748E-28	1.51784343434343E-28	1.28531795454545E-28
8.76262626262626	1.03836746464647E-28	1.49558080808081E-28	1.26697413636364E-28
8.90909090909091	1.02394245454545E-28	1.47380909090909E-28	1.24887577272727E-28
9.05555555555556	1.00940821111111E-28	1.45242777777778E-28	1.23091799444444E-28
9.2020202020202	9.94695222222222E-29	1.4314202020202E-28	1.21305771212121E-28
9.34848484848485	9.79982233333333E-29	1.41113484848485E-28	1.19555854090909E-28
9.49494949494949	9.65269244444444E-29	1.39118181818182E-28	1.17822553131313E-28
9.64141414141414	9.50738071717172E-29	1.37159545454545E-28	1.16116676313131E-28
9.78787878787879	9.36451002020202E-29	1.35248181818182E-28	1.14446641010101E-28
9.93434343434343	9.22322338720539E-29	1.33383838383838E-28	1.12808036127946E-28
10.0808080808081	9.08724509090909E-29	1.31577070707071E-28	1.11224760808081E-28
10.2272727272727	8.95557981818182E-29	1.29813636363636E-28	1.09684717272727E-28
10.3737373737374	8.82391454545455E-29	1.28050202020202E-28	1.08144673737374E-28
10.520202020202	8.69371080808081E-29	1.26303737373737E-28	1.06620422727273E-28
10.6666666666667	8.57264166666667E-29	1.24663333333333E-28	1.05194875E-28
10.8131313131313	8.45157252525253E-29	1.23022929292929E-28	1.03769327272727E-28
10.959595959596	8.33050338383838E-29	1.21382525252525E-28	1.02343779545455E-28
